method,task,regime,split,success,success_ci95,side_effect_violation,side_effect_violation_ci95,preference_regret,preference_regret_ci95,side_effect_recall,side_effect_recall_ci95,false_alarm,false_alarm_ci95,query_cost,query_cost_ci95,damage_rate,damage_rate_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
proposed_side_effect_preference_model,cable_routing,object_displacement,combined_stress,0.5051,0.0381,0.042,0.0029,0.0618,0.0039,0.602,0.0106,0.0848,0.0031,0.228,0.0,0.0406,0.0021,0.6213,0.0072,7
proposed_side_effect_preference_model,cable_routing,clutter_accumulation,nominal,0.6412,0.0372,0.0342,0.0028,0.0577,0.0033,0.643,0.0084,0.0702,0.0025,0.2008,0.0,0.0313,0.0029,0.6519,0.0078,7
proposed_side_effect_preference_model,cable_routing,clutter_accumulation,seen_shift,0.602,0.0419,0.0369,0.0035,0.0594,0.0031,0.6299,0.0026,0.0739,0.0011,0.2112,0.0,0.0354,0.0039,0.6471,0.0041,7
proposed_side_effect_preference_model,cable_routing,clutter_accumulation,unseen_object,0.5918,0.0278,0.0494,0.0054,0.063,0.0018,0.6246,0.0081,0.0755,0.0024,0.2164,0.0,0.0356,0.0033,0.6403,0.0048,7
proposed_side_effect_preference_model,cable_routing,clutter_accumulation,unseen_side_effect,0.5527,0.0455,0.0424,0.0038,0.0599,0.0035,0.6092,0.0066,0.0795,0.002,0.2208,0.0,0.0359,0.0032,0.6394,0.0079,7
proposed_side_effect_preference_model,cable_routing,clutter_accumulation,combined_stress,0.5799,0.0182,0.048,0.0037,0.0666,0.0024,0.6085,0.0068,0.0835,0.0016,0.229,0.0,0.0409,0.0024,0.6312,0.006,7
proposed_side_effect_preference_model,cable_routing,unstable_placement,nominal,0.6446,0.0347,0.0271,0.0023,0.0607,0.0022,0.6447,0.0061,0.0659,0.0021,0.201,0.0,0.0362,0.0034,0.6534,0.0047,7
proposed_side_effect_preference_model,cable_routing,unstable_placement,seen_shift,0.6224,0.0387,0.0391,0.0026,0.0634,0.0045,0.6304,0.0044,0.076,0.0047,0.2115,0.0,0.0406,0.0041,0.6398,0.0079,7
proposed_side_effect_preference_model,cable_routing,unstable_placement,unseen_object,0.6259,0.0367,0.0434,0.0046,0.0617,0.0047,0.6198,0.0056,0.077,0.0027,0.2167,0.0,0.0431,0.003,0.6397,0.0066,7
proposed_side_effect_preference_model,cable_routing,unstable_placement,unseen_side_effect,0.5799,0.0452,0.0432,0.002,0.0647,0.0012,0.5935,0.009,0.0788,0.0034,0.2211,0.0,0.0414,0.0021,0.6397,0.0075,7
proposed_side_effect_preference_model,cable_routing,unstable_placement,combined_stress,0.6003,0.0596,0.0475,0.0041,0.068,0.0031,0.5997,0.004,0.085,0.0029,0.2293,0.0,0.0469,0.0042,0.6262,0.0051,7
proposed_side_effect_preference_model,cable_routing,irreversible_change,nominal,0.6701,0.0393,0.0368,0.0023,0.0594,0.0045,0.643,0.0069,0.0699,0.005,0.2012,0.0,0.0429,0.0025,0.6567,0.004,7
proposed_side_effect_preference_model,cable_routing,irreversible_change,seen_shift,0.6378,0.0496,0.0405,0.0054,0.0645,0.0024,0.6313,0.0078,0.0762,0.0028,0.2117,0.0,0.0458,0.0023,0.6394,0.0068,7
proposed_side_effect_preference_model,cable_routing,irreversible_change,unseen_object,0.6105,0.0413,0.0475,0.0037,0.0676,0.003,0.6267,0.0094,0.0761,0.0025,0.2169,0.0,0.0479,0.0041,0.6395,0.0033,7
proposed_side_effect_preference_model,cable_routing,irreversible_change,unseen_side_effect,0.5646,0.0397,0.0493,0.0038,0.0669,0.0038,0.6027,0.0053,0.0816,0.0033,0.2214,0.0,0.0523,0.0009,0.6347,0.0081,7
proposed_side_effect_preference_model,cable_routing,irreversible_change,combined_stress,0.5799,0.038,0.052,0.0038,0.0706,0.0044,0.6049,0.0052,0.0843,0.0028,0.2296,0.0,0.0548,0.0034,0.6254,0.0034,7
proposed_side_effect_preference_model,cable_routing,combined_side_effect_stress,nominal,0.6412,0.0554,0.042,0.0024,0.067,0.0031,0.6376,0.0063,0.0684,0.0034,0.2024,0.0,0.0449,0.0031,0.6569,0.0096,7
proposed_side_effect_preference_model,cable_routing,combined_side_effect_stress,seen_shift,0.585,0.0187,0.0522,0.0036,0.0695,0.0023,0.6302,0.0088,0.0731,0.0024,0.2132,0.0,0.0486,0.0021,0.6401,0.0056,7
proposed_side_effect_preference_model,cable_routing,combined_side_effect_stress,unseen_object,0.6054,0.0427,0.0628,0.0056,0.0726,0.0024,0.625,0.0058,0.0765,0.0023,0.2186,0.0,0.0554,0.0026,0.6419,0.0055,7
proposed_side_effect_preference_model,cable_routing,combined_side_effect_stress,unseen_side_effect,0.5884,0.0278,0.0664,0.0036,0.0713,0.0025,0.5987,0.0033,0.0811,0.0027,0.2232,0.0,0.0589,0.0029,0.6347,0.0043,7
proposed_side_effect_preference_model,cable_routing,combined_side_effect_stress,combined_stress,0.5561,0.0393,0.0717,0.0046,0.0755,0.0038,0.6054,0.0058,0.0841,0.003,0.2317,0.0,0.0617,0.0025,0.6279,0.0051,7
proposed_side_effect_preference_model,tool_handoff,nominal,nominal,0.6616,0.0321,0.0182,0.0042,0.0569,0.0018,0.6413,0.0057,0.0711,0.003,0.1943,0.0,0.0268,0.0034,0.6571,0.004,7
proposed_side_effect_preference_model,tool_handoff,nominal,seen_shift,0.6259,0.0394,0.0181,0.0041,0.0582,0.0034,0.6295,0.0047,0.0768,0.0021,0.203,0.0,0.0258,0.002,0.6476,0.0055,7
proposed_side_effect_preference_model,tool_handoff,nominal,unseen_object,0.5952,0.0536,0.0173,0.0026,0.0554,0.0049,0.6247,0.0083,0.0776,0.0023,0.2074,0.0,0.0289,0.0027,0.6398,0.0038,7
proposed_side_effect_preference_model,tool_handoff,nominal,unseen_side_effect,0.5901,0.0446,0.0192,0.0024,0.0572,0.0016,0.6057,0.0119,0.0816,0.0031,0.2111,0.0,0.0299,0.0022,0.6402,0.0068,7
proposed_side_effect_preference_model,tool_handoff,nominal,combined_stress,0.6003,0.0638,0.0205,0.0035,0.06,0.0032,0.6036,0.0059,0.0847,0.0024,0.2179,0.0,0.0294,0.0019,0.6295,0.0064,7
proposed_side_effect_preference_model,tool_handoff,force_damage,nominal,0.6156,0.0243,0.0327,0.004,0.0605,0.005,0.6427,0.0087,0.0675,0.0025,0.2006,0.0,0.0432,0.0038,0.6587,0.0096,7
proposed_side_effect_preference_model,tool_handoff,force_damage,seen_shift,0.5901,0.0555,0.0378,0.0022,0.064,0.0022,0.6288,0.0083,0.0745,0.0023,0.211,0.0,0.0475,0.0024,0.6454,0.0075,7
proposed_side_effect_preference_model,tool_handoff,force_damage,unseen_object,0.6259,0.0301,0.0419,0.0057,0.0653,0.0032,0.6222,0.0066,0.0783,0.0021,0.2161,0.0,0.0531,0.0036,0.6403,0.0034,7
proposed_side_effect_preference_model,tool_handoff,force_damage,unseen_side_effect,0.5459,0.0457,0.0515,0.0021,0.0672,0.002,0.5982,0.005,0.0811,0.0029,0.2205,0.0,0.0599,0.0042,0.6369,0.0048,7
proposed_side_effect_preference_model,tool_handoff,force_damage,combined_stress,0.5629,0.0352,0.0533,0.0037,0.0664,0.0044,0.6023,0.007,0.0873,0.0015,0.2286,0.0,0.0592,0.0041,0.6237,0.0075,7
proposed_side_effect_preference_model,tool_handoff,object_displacement,nominal,0.6599,0.0209,0.0301,0.0038,0.0616,0.0038,0.6404,0.0076,0.0695,0.0031,0.2002,0.0,0.0336,0.0023,0.6546,0.0069,7
proposed_side_effect_preference_model,tool_handoff,object_displacement,seen_shift,0.5935,0.02,0.0361,0.0023,0.0626,0.0032,0.6312,0.0055,0.0746,0.0038,0.2105,0.0,0.037,0.0024,0.6468,0.0068,7
proposed_side_effect_preference_model,tool_handoff,object_displacement,unseen_object,0.6412,0.0257,0.0387,0.0051,0.0652,0.0025,0.6251,0.0117,0.0807,0.0041,0.2156,0.0,0.0385,0.0028,0.6443,0.0045,7
proposed_side_effect_preference_model,tool_handoff,object_displacement,unseen_side_effect,0.568,0.0521,0.0399,0.0021,0.0648,0.0023,0.606,0.0081,0.0788,0.001,0.2199,0.0,0.0369,0.0012,0.6399,0.0068,7
proposed_side_effect_preference_model,tool_handoff,object_displacement,combined_stress,0.5952,0.0426,0.0425,0.0042,0.0632,0.0026,0.5937,0.0074,0.0856,0.0033,0.228,0.0,0.0399,0.0033,0.6275,0.0059,7
proposed_side_effect_preference_model,tool_handoff,clutter_accumulation,nominal,0.6548,0.0326,0.0321,0.0035,0.0602,0.0026,0.6472,0.007,0.0668,0.002,0.2008,0.0,0.0367,0.0023,0.6609,0.0024,7
proposed_side_effect_preference_model,tool_handoff,clutter_accumulation,seen_shift,0.5952,0.0371,0.0334,0.003,0.0603,0.0019,0.632,0.0068,0.0776,0.0019,0.2112,0.0,0.0351,0.0024,0.6409,0.0067,7
proposed_side_effect_preference_model,tool_handoff,clutter_accumulation,unseen_object,0.6139,0.0274,0.0387,0.0038,0.0616,0.0021,0.6251,0.0076,0.0775,0.0038,0.2164,0.0,0.0356,0.0031,0.6398,0.0063,7
proposed_side_effect_preference_model,tool_handoff,clutter_accumulation,unseen_side_effect,0.5884,0.0506,0.0403,0.0035,0.0626,0.0032,0.6012,0.0075,0.0826,0.003,0.2208,0.0,0.0441,0.0023,0.6398,0.0053,7
proposed_side_effect_preference_model,tool_handoff,clutter_accumulation,combined_stress,0.5884,0.0526,0.0433,0.003,0.0684,0.0027,0.6055,0.0059,0.0856,0.003,0.229,0.0,0.0388,0.0032,0.6258,0.0082,7
proposed_side_effect_preference_model,tool_handoff,unstable_placement,nominal,0.6888,0.0307,0.0337,0.0049,0.0612,0.0043,0.6416,0.0059,0.0683,0.0032,0.201,0.0,0.0382,0.0019,0.6596,0.0083,7
proposed_side_effect_preference_model,tool_handoff,unstable_placement,seen_shift,0.6241,0.0461,0.04,0.0042,0.0658,0.0016,0.6325,0.0078,0.0764,0.0029,0.2115,0.0,0.042,0.0035,0.6473,0.0047,7
proposed_side_effect_preference_model,tool_handoff,unstable_placement,unseen_object,0.5867,0.039,0.0471,0.0046,0.0696,0.0034,0.6234,0.0107,0.0757,0.003,0.2167,0.0,0.0443,0.0045,0.6418,0.0036,7
proposed_side_effect_preference_model,tool_handoff,unstable_placement,unseen_side_effect,0.5935,0.0523,0.049,0.0044,0.0673,0.0044,0.6006,0.0102,0.083,0.0032,0.2211,0.0,0.0466,0.0018,0.6328,0.0094,7
proposed_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,0.5578,0.0492,0.0603,0.0021,0.0725,0.0029,0.5928,0.0068,0.0861,0.0036,0.2293,0.0,0.0492,0.0047,0.6243,0.0074,7
proposed_side_effect_preference_model,tool_handoff,irreversible_change,nominal,0.6684,0.0495,0.0386,0.0023,0.0663,0.0015,0.648,0.0084,0.0686,0.0036,0.2012,0.0,0.0428,0.0034,0.6576,0.003,7
proposed_side_effect_preference_model,tool_handoff,irreversible_change,seen_shift,0.6139,0.0384,0.0434,0.0038,0.0666,0.002,0.6329,0.009,0.0781,0.0028,0.2117,0.0,0.0495,0.0032,0.6439,0.0069,7
proposed_side_effect_preference_model,tool_handoff,irreversible_change,unseen_object,0.6173,0.0657,0.0481,0.0026,0.0649,0.003,0.6241,0.0059,0.0758,0.0011,0.2169,0.0,0.0506,0.0031,0.6399,0.005,7
proposed_side_effect_preference_model,tool_handoff,irreversible_change,unseen_side_effect,0.5969,0.0379,0.0555,0.0029,0.0722,0.0017,0.6087,0.0081,0.0792,0.0038,0.2214,0.0,0.0591,0.0034,0.6356,0.0048,7
proposed_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,0.5833,0.0345,0.0566,0.0017,0.076,0.0041,0.6031,0.0066,0.0849,0.0037,0.2296,0.0,0.0618,0.0033,0.6266,0.0059,7
proposed_side_effect_preference_model,tool_handoff,combined_side_effect_stress,nominal,0.6003,0.0469,0.049,0.0024,0.0676,0.0024,0.6425,0.0049,0.0675,0.0028,0.2024,0.0,0.0513,0.0026,0.6586,0.0056,7
proposed_side_effect_preference_model,tool_handoff,combined_side_effect_stress,seen_shift,0.6207,0.0241,0.0597,0.0048,0.0745,0.0028,0.632,0.004,0.0753,0.0023,0.2132,0.0,0.059,0.0034,0.6469,0.0044,7
proposed_side_effect_preference_model,tool_handoff,combined_side_effect_stress,unseen_object,0.602,0.0325,0.0655,0.0032,0.076,0.0036,0.6138,0.008,0.078,0.0035,0.2186,0.0,0.0608,0.0026,0.6399,0.005,7
proposed_side_effect_preference_model,tool_handoff,combined_side_effect_stress,unseen_side_effect,0.5629,0.0443,0.07,0.0027,0.0767,0.0019,0.6003,0.0064,0.0802,0.0024,0.2232,0.0,0.0638,0.0025,0.6371,0.0054,7
proposed_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,0.5391,0.0463,0.0799,0.0026,0.083,0.0015,0.6029,0.0098,0.085,0.0019,0.2317,0.0,0.0682,0.0027,0.6295,0.0067,7
proposed_side_effect_preference_model,mobile_shelf_placement,nominal,nominal,0.6803,0.0354,0.014,0.004,0.0537,0.0038,0.6454,0.0076,0.0686,0.003,0.1943,0.0,0.0272,0.0047,0.6592,0.0054,7
proposed_side_effect_preference_model,mobile_shelf_placement,nominal,seen_shift,0.6497,0.0564,0.0192,0.0045,0.0553,0.0031,0.6296,0.0076,0.074,0.0034,0.203,0.0,0.0306,0.0032,0.6428,0.0073,7
proposed_side_effect_preference_model,mobile_shelf_placement,nominal,unseen_object,0.6173,0.0236,0.018,0.0026,0.0579,0.0018,0.621,0.0101,0.0757,0.005,0.2074,0.0,0.0282,0.0017,0.6466,0.007,7
proposed_side_effect_preference_model,mobile_shelf_placement,nominal,unseen_side_effect,0.6276,0.055,0.0169,0.0039,0.0545,0.0048,0.6025,0.0068,0.0779,0.0034,0.2111,0.0,0.0261,0.0028,0.6366,0.0052,7
proposed_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,0.585,0.0505,0.0237,0.0045,0.059,0.0043,0.5955,0.0067,0.0871,0.0041,0.2179,0.0,0.0291,0.0018,0.6207,0.0055,7
proposed_side_effect_preference_model,mobile_shelf_placement,force_damage,nominal,0.6752,0.0167,0.0299,0.0037,0.0594,0.0034,0.6456,0.0101,0.0684,0.0024,0.2006,0.0,0.0437,0.0013,0.6599,0.004,7
proposed_side_effect_preference_model,mobile_shelf_placement,force_damage,seen_shift,0.6412,0.0393,0.0381,0.0042,0.0644,0.0014,0.6307,0.0073,0.0742,0.0019,0.211,0.0,0.0483,0.0018,0.6463,0.0047,7
proposed_side_effect_preference_model,mobile_shelf_placement,force_damage,unseen_object,0.6054,0.0424,0.0424,0.0046,0.0655,0.0029,0.6251,0.0076,0.0771,0.0037,0.2161,0.0,0.0471,0.0021,0.6363,0.0073,7
proposed_side_effect_preference_model,mobile_shelf_placement,force_damage,unseen_side_effect,0.5867,0.0321,0.0442,0.0026,0.0643,0.0035,0.6077,0.0075,0.0789,0.0033,0.2205,0.0,0.0535,0.0031,0.632,0.0092,7
proposed_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,0.5561,0.0714,0.0514,0.0038,0.0694,0.0048,0.6001,0.0082,0.0873,0.0021,0.2286,0.0,0.058,0.0035,0.6237,0.0048,7
proposed_side_effect_preference_model,mobile_shelf_placement,object_displacement,nominal,0.665,0.0236,0.0339,0.005,0.0595,0.0026,0.6435,0.0064,0.0682,0.0033,0.2002,0.0,0.0316,0.002,0.6591,0.0062,7
proposed_side_effect_preference_model,mobile_shelf_placement,object_displacement,seen_shift,0.6105,0.0268,0.0397,0.0024,0.0621,0.0021,0.6306,0.0058,0.074,0.0009,0.2105,0.0,0.0371,0.0044,0.6473,0.0054,7
proposed_side_effect_preference_model,mobile_shelf_placement,object_displacement,unseen_object,0.6054,0.0513,0.0477,0.0024,0.0625,0.0032,0.6286,0.01,0.0786,0.0026,0.2156,0.0,0.0377,0.0025,0.6407,0.0063,7
proposed_side_effect_preference_model,mobile_shelf_placement,object_displacement,unseen_side_effect,0.5731,0.0418,0.0447,0.0026,0.0651,0.0032,0.6002,0.0073,0.0808,0.0029,0.2199,0.0,0.04,0.0022,0.6341,0.0071,7
proposed_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,0.6276,0.0383,0.0529,0.0023,0.0664,0.0023,0.6014,0.005,0.0867,0.0027,0.228,0.0,0.0386,0.0033,0.6282,0.0067,7
proposed_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,nominal,0.6718,0.0333,0.0339,0.0025,0.0614,0.0019,0.6414,0.0068,0.0714,0.0023,0.2008,0.0,0.0336,0.0017,0.6587,0.007,7
proposed_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,seen_shift,0.5901,0.0423,0.0404,0.0051,0.061,0.0033,0.6328,0.0088,0.0748,0.0034,0.2112,0.0,0.0376,0.004,0.646,0.0034,7
proposed_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,unseen_object,0.5986,0.03,0.0507,0.0032,0.0661,0.0029,0.6162,0.0076,0.0773,0.002,0.2164,0.0,0.039,0.0021,0.6448,0.0044,7
proposed_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,unseen_side_effect,0.5969,0.0276,0.0481,0.0039,0.0668,0.0027,0.6034,0.0054,0.0798,0.0042,0.2208,0.0,0.0401,0.0038,0.6367,0.008,7
proposed_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,0.585,0.023,0.0533,0.0038,0.0671,0.0035,0.6053,0.0089,0.0841,0.0017,0.229,0.0,0.0418,0.0033,0.6302,0.006,7
proposed_side_effect_preference_model,mobile_shelf_placement,unstable_placement,nominal,0.6599,0.0435,0.0398,0.0036,0.0629,0.0035,0.6414,0.0069,0.0672,0.003,0.201,0.0,0.0396,0.0036,0.6541,0.0064,7
proposed_side_effect_preference_model,mobile_shelf_placement,unstable_placement,seen_shift,0.619,0.0546,0.0493,0.0041,0.0686,0.0018,0.6296,0.0052,0.076,0.0034,0.2115,0.0,0.0425,0.0041,0.6466,0.0057,7
proposed_side_effect_preference_model,mobile_shelf_placement,unstable_placement,unseen_object,0.6344,0.03,0.0541,0.0027,0.0684,0.0027,0.6256,0.0084,0.0804,0.0024,0.2167,0.0,0.0414,0.0029,0.6398,0.0056,7
proposed_side_effect_preference_model,mobile_shelf_placement,unstable_placement,unseen_side_effect,0.6207,0.0424,0.0537,0.0017,0.0681,0.0028,0.6013,0.0095,0.0815,0.0027,0.2211,0.0,0.046,0.0028,0.6361,0.0064,7
proposed_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,0.6037,0.0202,0.0604,0.0039,0.0731,0.0019,0.5981,0.0062,0.0835,0.0027,0.2293,0.0,0.049,0.0037,0.6242,0.0047,7
proposed_side_effect_preference_model,mobile_shelf_placement,irreversible_change,nominal,0.6514,0.0397,0.04,0.0066,0.0629,0.0062,0.643,0.0042,0.0703,0.0024,0.2012,0.0,0.0438,0.0031,0.657,0.0059,7
proposed_side_effect_preference_model,mobile_shelf_placement,irreversible_change,seen_shift,0.6701,0.0519,0.0466,0.0033,0.0689,0.005,0.6331,0.0068,0.0743,0.0055,0.2117,0.0,0.0474,0.0035,0.6418,0.0038,7
proposed_side_effect_preference_model,mobile_shelf_placement,irreversible_change,unseen_object,0.6497,0.0625,0.0553,0.0041,0.0674,0.0033,0.628,0.004,0.0778,0.0035,0.2169,0.0,0.0521,0.0029,0.6425,0.0048,7
proposed_side_effect_preference_model,mobile_shelf_placement,irreversible_change,unseen_side_effect,0.5748,0.0304,0.0584,0.0028,0.068,0.0022,0.6078,0.0085,0.0802,0.003,0.2214,0.0,0.0547,0.0034,0.6322,0.0045,7
proposed_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,0.5799,0.0366,0.067,0.0031,0.0728,0.0018,0.6067,0.0067,0.0861,0.0019,0.2296,0.0,0.0586,0.0032,0.6208,0.005,7
proposed_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,nominal,0.6599,0.0249,0.0519,0.0013,0.0672,0.0025,0.6486,0.0075,0.0684,0.0029,0.2024,0.0,0.0476,0.0019,0.6541,0.0035,7
proposed_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,seen_shift,0.602,0.0329,0.0618,0.0043,0.0711,0.0027,0.627,0.0071,0.0756,0.0026,0.2132,0.0,0.0543,0.0024,0.643,0.0072,7
proposed_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,unseen_object,0.5935,0.0535,0.0735,0.0021,0.0755,0.0011,0.6212,0.0071,0.0777,0.004,0.2186,0.0,0.0559,0.0024,0.6469,0.0054,7
proposed_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,unseen_side_effect,0.5901,0.0397,0.0743,0.0027,0.0776,0.0031,0.601,0.0069,0.0801,0.002,0.2232,0.0,0.0625,0.0029,0.6369,0.0028,7
proposed_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,0.5918,0.0313,0.09,0.0028,0.0815,0.0028,0.5986,0.0108,0.083,0.0019,0.2317,0.0,0.066,0.0026,0.6264,0.0044,7
oracle_side_effect_preference_judge,table_clearing,nominal,nominal,0.7092,0.0296,0.0034,0.0034,0.0529,0.0026,0.7112,0.0051,0.0442,0.0044,0.1715,0.0,0.0254,0.0034,0.7325,0.0043,7
oracle_side_effect_preference_judge,table_clearing,nominal,seen_shift,0.7364,0.0454,0.0055,0.0022,0.0536,0.003,0.6989,0.0077,0.0523,0.0035,0.1803,0.0,0.0235,0.0031,0.7225,0.0067,7
oracle_side_effect_preference_judge,table_clearing,nominal,unseen_object,0.7126,0.0487,0.0073,0.0037,0.0516,0.0023,0.6991,0.0099,0.0529,0.0049,0.1846,0.0,0.0265,0.0028,0.7188,0.0055,7
oracle_side_effect_preference_judge,table_clearing,nominal,unseen_side_effect,0.7092,0.0233,0.007,0.0026,0.0496,0.003,0.6737,0.0069,0.0526,0.003,0.1883,0.0,0.024,0.0041,0.7058,0.0051,7
oracle_side_effect_preference_judge,table_clearing,nominal,combined_stress,0.6854,0.0391,0.0054,0.0033,0.0507,0.0033,0.6691,0.0117,0.0606,0.003,0.1952,0.0,0.0262,0.0036,0.7018,0.003,7
oracle_side_effect_preference_judge,table_clearing,force_damage,nominal,0.7823,0.0452,0.0114,0.003,0.052,0.004,0.716,0.0078,0.045,0.0035,0.1779,0.0,0.0285,0.0035,0.7279,0.0082,7
oracle_side_effect_preference_judge,table_clearing,force_damage,seen_shift,0.7585,0.038,0.0122,0.0052,0.0526,0.0024,0.6963,0.0075,0.0526,0.0031,0.1882,0.0,0.0313,0.0025,0.726,0.0081,7
oracle_side_effect_preference_judge,table_clearing,force_damage,unseen_object,0.716,0.0412,0.0126,0.0025,0.0532,0.0028,0.6862,0.0109,0.0563,0.0022,0.1934,0.0,0.0347,0.0032,0.7169,0.0059,7
oracle_side_effect_preference_judge,table_clearing,force_damage,unseen_side_effect,0.682,0.0337,0.0121,0.0036,0.0543,0.0036,0.6717,0.0093,0.055,0.0015,0.1978,0.0,0.032,0.0037,0.7108,0.0056,7
oracle_side_effect_preference_judge,table_clearing,force_damage,combined_stress,0.6582,0.0406,0.0131,0.0024,0.0534,0.0025,0.6714,0.0037,0.0608,0.0031,0.2059,0.0,0.0335,0.0027,0.7,0.0035,7
oracle_side_effect_preference_judge,table_clearing,object_displacement,nominal,0.7483,0.0515,0.0087,0.0043,0.0529,0.0027,0.7162,0.0053,0.049,0.0017,0.1775,0.0,0.0256,0.0029,0.734,0.0067,7
oracle_side_effect_preference_judge,table_clearing,object_displacement,seen_shift,0.7177,0.0278,0.0137,0.0047,0.0534,0.0018,0.6976,0.0057,0.0513,0.0045,0.1877,0.0,0.0285,0.0028,0.7196,0.0075,7
oracle_side_effect_preference_judge,table_clearing,object_displacement,unseen_object,0.7109,0.058,0.0096,0.0044,0.0526,0.0027,0.6983,0.0079,0.0544,0.0025,0.1928,0.0,0.0281,0.0023,0.7139,0.0056,7
oracle_side_effect_preference_judge,table_clearing,object_displacement,unseen_side_effect,0.6701,0.0589,0.0149,0.0024,0.0552,0.0037,0.6709,0.006,0.0538,0.0036,0.1972,0.0,0.0274,0.0024,0.7027,0.0048,7
oracle_side_effect_preference_judge,table_clearing,object_displacement,combined_stress,0.6667,0.0394,0.0165,0.0021,0.0539,0.0037,0.6698,0.0072,0.0615,0.0051,0.2052,0.0,0.033,0.0025,0.7038,0.0059,7
oracle_side_effect_preference_judge,table_clearing,clutter_accumulation,nominal,0.7432,0.0301,0.01,0.004,0.0491,0.0034,0.7176,0.0068,0.0449,0.0026,0.1781,0.0,0.0276,0.0025,0.7321,0.0043,7
oracle_side_effect_preference_judge,table_clearing,clutter_accumulation,seen_shift,0.7024,0.031,0.0143,0.0021,0.0528,0.0024,0.698,0.0097,0.0504,0.0015,0.1884,0.0,0.0282,0.0048,0.7205,0.0081,7
oracle_side_effect_preference_judge,table_clearing,clutter_accumulation,unseen_object,0.6939,0.0582,0.0159,0.0028,0.0551,0.0046,0.6888,0.0074,0.0564,0.0028,0.1936,0.0,0.0275,0.002,0.7127,0.0089,7
oracle_side_effect_preference_judge,table_clearing,clutter_accumulation,unseen_side_effect,0.6888,0.0382,0.0146,0.0052,0.0545,0.0013,0.6722,0.0082,0.0574,0.0026,0.1981,0.0,0.0297,0.0027,0.713,0.0033,7
oracle_side_effect_preference_judge,table_clearing,clutter_accumulation,combined_stress,0.7296,0.039,0.0133,0.0042,0.0557,0.0029,0.6752,0.0054,0.063,0.0033,0.2062,0.0,0.0325,0.0018,0.7022,0.007,7
oracle_side_effect_preference_judge,table_clearing,unstable_placement,nominal,0.7636,0.0303,0.0075,0.0048,0.0534,0.0025,0.713,0.0054,0.0462,0.0028,0.1783,0.0,0.0283,0.0037,0.7309,0.0068,7
oracle_side_effect_preference_judge,table_clearing,unstable_placement,seen_shift,0.7364,0.029,0.0109,0.0056,0.0528,0.0015,0.6985,0.0096,0.0515,0.0028,0.1887,0.0,0.0305,0.0037,0.7181,0.0031,7
oracle_side_effect_preference_judge,table_clearing,unstable_placement,unseen_object,0.7415,0.0309,0.0143,0.0053,0.0557,0.0029,0.6907,0.0041,0.0523,0.0019,0.1939,0.0,0.0315,0.0025,0.7175,0.0073,7
oracle_side_effect_preference_judge,table_clearing,unstable_placement,unseen_side_effect,0.7194,0.0325,0.016,0.0028,0.0544,0.0026,0.6717,0.0108,0.0573,0.0028,0.1984,0.0,0.0341,0.0026,0.7119,0.0053,7
oracle_side_effect_preference_judge,table_clearing,unstable_placement,combined_stress,0.6565,0.0457,0.0148,0.0023,0.0572,0.0037,0.6696,0.0058,0.0625,0.0029,0.2066,0.0,0.0292,0.0022,0.7006,0.004,7
oracle_side_effect_preference_judge,table_clearing,irreversible_change,nominal,0.7534,0.0387,0.0114,0.0032,0.0544,0.003,0.7171,0.0061,0.0448,0.0029,0.1785,0.0,0.0339,0.002,0.7307,0.006,7
oracle_side_effect_preference_judge,table_clearing,irreversible_change,seen_shift,0.7041,0.043,0.013,0.0043,0.0558,0.0017,0.7002,0.0066,0.049,0.0032,0.1889,0.0,0.0332,0.0033,0.7203,0.0066,7
oracle_side_effect_preference_judge,table_clearing,irreversible_change,unseen_object,0.6905,0.0432,0.0146,0.0049,0.0546,0.0036,0.7003,0.0042,0.0536,0.0047,0.1942,0.0,0.0306,0.0021,0.7128,0.0129,7
oracle_side_effect_preference_judge,table_clearing,irreversible_change,unseen_side_effect,0.6684,0.0303,0.0164,0.0056,0.0572,0.0036,0.6708,0.007,0.0567,0.003,0.1987,0.0,0.0344,0.0024,0.7028,0.0028,7
